"year","cir.physint","cir.disap","cir.kill","cir.polpris","cir.tort","cir.newempinx","cir.assn","cir.formov","cir.dommov","cir.speech","cir.elecsd","cir.newrelfre","cir.worker","cir.wecon","cir.wopol","cir.wosoc","cir.injud","sftgcode"
1996,0,0,0,0,0,6,1,0,1,1,0,2,1,1,2,1,0,"LBR"
1997,2,1,0,1,0,6,1,0,1,1,1,1,1,1,2,1,0,"LBR"
1998,0,0,0,0,0,7,2,0,1,0,1,2,1,1,2,1,0,"LBR"
1999,1,0,0,1,0,6,2,0,1,1,0,1,1,1,2,1,0,"LBR"
2000,0,0,0,0,0,7,2,0,1,0,1,2,1,1,2,1,0,"LBR"
2001,1,0,0,1,0,5,2,0,1,0,0,1,1,1,2,1,0,"LBR"
2002,1,0,0,1,0,6,2,0,1,0,0,2,1,1,2,1,0,"LBR"
2003,1,0,0,1,0,6,1,0,0,1,1,2,1,0,2,0,0,"LBR"
2004,7,2,2,2,1,9,2,1,1,1,1,2,1,0,2,1,0,"LBR"
2005,7,2,2,2,1,10,2,1,2,2,1,1,1,1,2,NA,1,"LBR"
2006,5,2,1,1,1,11,2,1,2,2,1,2,1,1,3,NA,0,"LBR"
2007,6,2,2,1,1,11,1,2,1,2,2,2,1,1,2,1,0,"LBR"
2008,5,2,1,1,1,8,0,2,1,1,1,2,1,2,3,NA,0,"LBR"
2009,5,2,1,1,1,9,2,2,1,1,2,1,0,2,2,NA,0,"LBR"
2010,5,2,1,1,1,10,1,2,1,1,2,2,1,1,2,NA,0,"LBR"
2011,5,2,1,1,1,11,2,2,1,1,2,2,1,2,2,NA,1,"LBR"
1981,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,"LIB"
1982,1,1,0,0,0,3,0,2,0,0,0,1,0,1,1,1,0,"LIB"
1983,1,0,0,1,0,3,0,2,0,0,0,1,0,1,1,1,0,"LIB"
1984,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,"LIB"
1985,2,0,1,1,0,4,0,2,0,0,0,1,1,1,1,1,0,"LIB"
1986,NA,-999,0,0,0,3,0,2,0,0,0,0,1,1,1,1,0,"LIB"
1987,NA,-999,0,0,0,2,0,2,0,0,0,0,0,1,1,1,0,"LIB"
1988,3,2,1,0,0,3,0,2,0,0,0,0,1,1,1,1,0,"LIB"
1989,2,1,1,0,0,4,0,2,0,0,0,1,1,1,1,1,0,"LIB"
1990,3,2,1,0,0,2,0,2,0,0,0,0,0,1,0,1,0,"LIB"
1991,2,1,1,0,0,2,0,2,0,0,0,0,0,1,1,1,0,"LIB"
1992,2,1,1,0,0,2,0,2,0,0,0,0,0,1,1,1,0,"LIB"
1993,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,"LIB"
1994,1,1,0,0,0,2,0,2,0,0,0,0,0,1,1,1,0,"LIB"
1995,2,2,0,0,0,2,0,2,0,0,0,0,0,1,1,1,0,"LIB"
1996,1,1,0,0,0,4,0,2,0,0,0,1,1,1,1,1,0,"LIB"
1997,2,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,"LIB"
1998,2,1,1,0,0,2,0,1,0,0,0,1,0,1,1,1,0,"LIB"
1999,3,2,1,0,0,1,0,1,0,0,0,0,0,1,1,2,0,"LIB"
2000,4,2,1,0,1,2,0,2,0,0,0,0,0,1,1,1,0,"LIB"
2001,1,1,0,0,0,3,0,2,0,0,0,0,1,1,1,1,0,"LIB"
2002,3,2,1,0,0,2,0,2,0,0,0,0,0,1,1,1,0,"LIB"
2003,3,2,1,0,0,2,0,2,0,0,0,0,0,2,-999,1,0,"LIB"
2004,4,2,2,0,0,2,0,2,0,0,0,0,0,2,1,0,0,"LIB"
2005,3,2,1,0,0,3,0,2,1,0,0,0,0,1,1,NA,0,"LIB"
2006,3,2,1,0,0,3,0,2,1,0,0,0,0,1,1,NA,0,"LIB"
2007,3,1,2,0,0,3,0,0,2,0,0,1,0,2,1,0,0,"LIB"
2008,3,1,2,0,0,3,0,0,2,0,0,1,0,2,2,NA,0,"LIB"
2009,3,1,2,0,0,1,0,0,1,0,0,0,0,2,3,NA,0,"LIB"
2010,3,1,2,0,0,1,0,0,1,0,0,0,0,1,3,NA,0,"LIB"
2011,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,NA,0,"LIB"
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIT"
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"LIT"
1983,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"LIT"
1984,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,"LIT"
1985,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,"LIT"
1986,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,"LIT"
1987,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,"LIT"
1988,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,"LIT"
1989,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,2,NA,NA,NA,NA,NA,"LIT"
1990,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,2,NA,NA,NA,NA,NA,"LIT"
1991,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,"LIT"
1992,6,2,2,1,1,12,1,2,2,2,2,2,1,2,2,2,2,"LIT"
1993,8,2,2,2,2,11,1,2,2,1,1,2,2,2,2,2,1,"LIT"
1994,8,2,2,2,2,13,2,2,2,2,2,1,2,2,2,3,2,"LIT"
1995,8,2,2,2,2,13,1,2,2,2,2,2,2,2,2,3,2,"LIT"
1996,7,2,2,2,1,13,2,2,2,2,2,1,2,2,2,2,2,"LIT"
1997,7,2,2,2,1,12,1,2,2,2,2,1,2,2,2,2,2,"LIT"
1998,7,2,2,2,1,13,2,2,2,2,2,1,2,2,2,2,2,"LIT"
1999,7,2,2,2,1,13,1,2,2,2,2,2,2,2,2,2,2,"LIT"
2000,7,2,2,2,1,11,1,2,2,2,2,1,1,2,2,2,2,"LIT"
2001,6,2,2,2,0,12,1,2,2,2,2,1,2,2,2,2,2,"LIT"
2002,7,2,2,2,1,12,1,2,2,2,2,2,1,2,2,2,2,"LIT"
2003,7,2,2,2,1,11,1,2,2,2,2,1,1,2,2,-999,2,"LIT"
2004,7,2,2,2,1,12,1,2,2,2,2,2,1,2,2,2,2,"LIT"
2005,7,2,2,2,1,10,1,2,2,1,2,1,1,2,2,NA,2,"LIT"
2006,7,2,2,2,1,11,1,2,2,1,2,2,1,1,3,NA,2,"LIT"
2007,7,2,2,2,1,10,1,2,2,1,1,2,1,2,2,2,2,"LIT"
2008,7,2,2,2,1,8,0,2,2,1,0,2,1,2,2,NA,2,"LIT"
2009,7,2,2,2,1,10,1,2,2,1,1,2,1,2,2,NA,2,"LIT"
2010,7,2,2,2,1,10,1,2,2,1,1,2,1,2,2,NA,2,"LIT"
2011,7,2,2,2,1,9,1,2,2,1,1,1,1,2,2,NA,2,"LIT"
1981,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"LUX"
1982,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"LUX"
1983,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"LUX"
1984,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"LUX"
1985,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"LUX"
1986,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"LUX"
1987,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"LUX"
1988,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"LUX"
1989,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"LUX"
1990,8,2,2,2,2,14,2,2,2,2,2,2,2,3,2,3,2,"LUX"
1991,8,2,2,2,2,14,2,2,2,2,2,2,2,3,2,3,2,"LUX"
1992,8,2,2,2,2,14,2,2,2,2,2,2,2,3,2,3,2,"LUX"
1993,7,2,2,2,1,14,2,2,2,2,2,2,2,2,2,3,2,"LUX"
1994,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"LUX"
1995,8,2,2,2,2,14,2,2,2,2,2,2,2,3,2,3,2,"LUX"
1996,8,2,2,2,2,14,2,2,2,2,2,2,2,3,2,3,2,"LUX"
1997,8,2,2,2,2,14,2,2,2,2,2,2,2,3,2,3,2,"LUX"
1998,8,2,2,2,2,14,2,2,2,2,2,2,2,3,2,3,2,"LUX"
1999,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"LUX"
2000,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"LUX"
2001,8,2,2,2,2,13,2,2,2,2,2,1,2,2,2,3,2,"LUX"
2002,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"LUX"
2003,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,3,2,"LUX"
2004,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"LUX"
2005,8,2,2,2,2,13,2,2,2,2,2,1,2,2,2,NA,2,"LUX"
2006,8,2,2,2,2,14,2,2,2,2,2,2,2,2,3,NA,2,"LUX"
2007,8,2,2,2,2,14,2,2,2,2,2,2,2,3,2,3,2,"LUX"
2008,8,2,2,2,2,14,2,2,2,2,2,2,2,3,2,NA,2,"LUX"
2009,8,2,2,2,2,13,2,2,2,2,2,2,1,3,2,NA,2,"LUX"
2010,8,2,2,2,2,13,2,2,2,2,2,2,1,3,2,NA,2,"LUX"
2011,8,2,2,2,2,14,2,2,2,2,2,2,2,3,3,NA,2,"LUX"
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1992,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,"MAC"
1993,7,2,2,2,1,13,2,2,2,2,2,1,2,1,1,1,2,"MAC"
1994,7,2,2,2,1,13,2,2,2,2,2,1,2,2,1,2,2,"MAC"
1995,7,2,2,2,1,12,2,2,2,2,2,0,2,2,1,2,2,"MAC"
1996,6,2,2,1,1,13,2,2,2,2,2,1,2,1,1,1,2,"MAC"
1997,6,2,2,1,1,13,2,2,2,2,2,1,2,1,1,1,2,"MAC"
1998,7,2,2,2,1,14,2,2,2,2,2,2,2,1,2,1,2,"MAC"
1999,6,2,2,1,1,13,2,2,2,2,2,1,2,1,2,1,2,"MAC"
2000,7,2,2,2,1,14,2,2,2,2,2,2,2,1,2,1,2,"MAC"
2001,4,1,1,2,0,10,1,1,1,2,2,1,2,1,2,1,2,"MAC"
2002,5,2,1,2,0,11,2,2,1,1,2,2,1,1,2,1,2,"MAC"
2003,6,2,1,2,1,10,2,2,1,1,2,1,1,1,2,1,2,"MAC"
2004,6,2,2,1,1,10,2,2,1,1,2,1,1,1,2,2,2,"MAC"
2005,5,2,2,1,0,10,2,2,2,1,1,1,1,1,2,NA,1,"MAC"
2006,5,2,2,1,0,10,1,2,2,1,2,1,1,1,2,NA,0,"MAC"
2007,6,2,2,2,0,11,2,2,2,2,1,1,1,1,2,1,1,"MAC"
2008,7,2,2,2,1,9,2,2,2,1,0,1,1,0,3,NA,1,"MAC"
2009,7,2,2,2,1,10,2,2,2,1,1,1,1,1,2,NA,1,"MAC"
2010,6,2,2,1,1,10,2,2,2,1,1,1,1,2,2,NA,0,"MAC"
2011,4,2,1,1,0,10,2,2,2,1,1,1,1,2,2,NA,0,"MAC"
1981,3,2,1,0,0,6,0,2,1,0,1,2,0,2,1,2,1,"MAG"
1982,6,2,2,1,1,7,0,2,1,0,1,2,1,2,1,2,1,"MAG"
1983,6,2,2,1,1,7,0,2,1,0,1,2,1,2,1,2,2,"MAG"
1984,3,2,1,0,0,6,0,2,1,0,1,2,0,2,1,2,2,"MAG"
1985,5,2,1,1,1,7,0,2,1,1,1,2,0,2,1,2,2,"MAG"
1986,5,2,1,1,1,8,0,2,1,1,2,2,0,2,1,2,2,"MAG"
1987,2,2,0,0,0,6,0,2,1,0,1,2,0,2,1,2,2,"MAG"
1988,4,2,0,1,1,6,0,1,1,1,0,2,1,2,1,1,2,"MAG"
1989,4,2,1,1,0,6,1,1,1,0,0,2,1,2,2,1,2,"MAG"
1990,4,2,1,1,0,10,1,2,2,1,1,2,1,2,2,1,2,"MAG"
1991,2,0,0,1,1,10,1,2,1,2,0,2,2,2,2,2,2,"MAG"
1992,6,2,1,2,1,13,2,2,2,2,1,2,2,2,2,2,2,"MAG"
1993,2,1,0,1,0,10,2,1,1,1,2,2,1,2,2,2,1,"MAG"
1994,4,1,1,1,1,10,2,1,1,2,1,2,1,1,2,1,1,"MAG"
1995,4,1,1,1,1,9,2,1,1,1,1,2,1,1,2,1,1,"MAG"
1996,7,2,2,2,1,13,2,2,2,2,2,2,1,1,2,1,1,"MAG"
1997,7,2,2,2,1,13,2,2,2,2,2,2,1,1,2,1,1,"MAG"
1998,7,2,2,2,1,14,2,2,2,2,2,2,2,2,2,2,1,"MAG"
1999,7,2,2,2,1,12,2,2,2,1,2,2,1,2,2,2,1,"MAG"
2000,7,2,2,2,1,12,1,2,2,1,2,2,2,2,2,2,1,"MAG"
2001,7,2,2,2,1,11,2,2,2,1,2,1,1,2,2,2,1,"MAG"
2002,2,1,0,0,1,10,1,2,2,0,2,2,1,2,2,2,1,"MAG"
2003,5,2,2,0,1,10,1,2,2,1,1,2,1,1,1,1,1,"MAG"
2004,6,2,2,1,1,9,1,2,2,0,1,2,1,1,2,2,1,"MAG"
2005,4,2,1,1,0,7,1,2,2,0,1,0,1,1,2,NA,0,"MAG"
2006,5,2,1,1,1,9,1,2,1,1,2,1,1,1,2,NA,0,"MAG"
2007,6,2,1,2,1,11,2,2,2,2,1,1,1,2,2,1,0,"MAG"
2008,5,2,1,1,1,9,1,2,2,1,1,1,1,1,2,NA,0,"MAG"
2009,3,2,1,0,0,5,0,1,2,0,0,1,1,1,2,NA,0,"MAG"
2010,2,1,1,0,0,4,0,1,2,0,0,0,1,1,2,NA,0,"MAG"
2011,3,2,1,0,0,6,0,1,2,1,0,1,1,2,2,NA,0,"MAG"
1981,7,2,2,1,2,7,0,2,1,0,1,2,1,1,2,1,0,"MAW"
1982,5,1,2,1,1,5,0,2,1,0,0,2,0,1,2,1,0,"MAW"
1983,4,1,1,1,1,5,0,1,1,1,0,2,0,1,2,1,0,"MAW"
1984,4,0,2,1,1,5,0,2,1,0,1,1,0,1,2,2,0,"MAW"
1985,5,1,2,1,1,3,0,1,0,1,0,1,0,1,2,1,0,"MAW"
1986,6,2,2,1,1,4,0,1,1,1,0,1,0,1,1,1,0,"MAW"
1987,4,2,2,0,0,5,0,1,1,0,1,1,1,1,2,1,1,"MAW"
1988,4,2,2,0,0,3,0,1,1,1,0,0,0,1,2,1,0,"MAW"
1989,3,2,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,"MAW"
1990,4,1,1,1,1,2,0,0,0,0,1,0,1,1,2,2,1,"MAW"
1991,6,2,2,1,1,3,0,0,0,1,1,0,1,1,2,1,1,"MAW"
1992,4,2,2,0,0,3,0,0,0,1,1,0,1,1,2,1,1,"MAW"
1993,6,2,2,1,1,7,1,1,1,1,0,2,1,1,2,1,1,"MAW"
1994,6,2,2,1,1,9,2,1,1,1,1,2,1,1,2,1,1,"MAW"
1995,7,2,2,2,1,11,2,2,2,1,1,2,1,1,1,1,1,"MAW"
1996,4,2,1,1,0,12,2,2,2,1,1,2,2,1,1,1,1,"MAW"
1997,4,2,1,1,0,11,2,2,2,1,1,2,1,1,1,1,1,"MAW"
1998,7,2,2,2,1,11,2,2,2,1,1,2,1,1,1,1,1,"MAW"
1999,5,2,1,1,1,11,2,2,2,1,1,2,1,1,2,1,1,"MAW"
2000,7,2,2,2,1,10,1,2,2,1,1,2,1,1,2,1,1,"MAW"
2001,5,2,1,2,0,11,2,2,2,1,1,2,1,1,2,1,1,"MAW"
2002,6,2,2,2,0,11,1,2,2,1,2,2,1,1,2,1,1,"MAW"
2003,3,2,1,0,0,10,1,2,2,1,1,2,1,1,2,1,1,"MAW"
2004,5,2,1,1,1,10,1,2,2,1,1,2,1,1,2,1,1,"MAW"
2005,5,2,1,1,1,10,1,2,2,1,1,2,1,1,2,NA,2,"MAW"
2006,4,2,1,1,0,10,1,2,2,1,1,2,1,1,2,NA,2,"MAW"
2007,4,2,1,1,0,10,1,2,2,1,1,2,1,1,2,1,2,"MAW"
2008,4,2,1,1,0,8,0,2,2,1,0,2,1,0,2,NA,2,"MAW"
2009,5,2,1,1,1,11,2,2,2,1,1,2,1,1,2,NA,2,"MAW"
2010,5,2,1,1,1,11,2,2,2,1,1,2,1,1,2,NA,2,"MAW"
2011,5,2,1,1,1,10,1,2,2,1,1,2,1,1,2,NA,2,"MAW"
1981,5,1,2,0,2,8,0,2,1,1,1,2,1,1,2,1,1,"MAL"
1982,6,2,2,0,2,7,0,2,1,0,2,1,1,-999,2,-999,2,"MAL"
1983,7,2,2,1,2,9,0,2,1,1,2,2,1,1,2,1,2,"MAL"
1984,6,2,2,0,2,6,0,2,1,0,1,1,1,1,2,1,1,"MAL"
1985,6,2,2,0,2,9,0,2,1,1,2,1,2,2,2,1,2,"MAL"
1986,6,2,2,0,2,8,0,2,1,0,2,1,2,1,2,1,2,"MAL"
1987,5,2,2,0,1,6,0,2,1,1,1,0,1,1,2,1,1,"MAL"
1988,5,2,1,1,1,9,1,2,1,1,2,1,1,1,2,1,1,"MAL"
1989,6,2,2,1,1,9,1,2,1,1,2,1,1,1,2,1,2,"MAL"
1990,3,1,2,0,0,7,1,2,1,0,1,1,1,1,2,1,1,"MAL"
1991,5,2,2,0,1,7,1,1,1,1,1,1,1,1,2,1,1,"MAL"
1992,6,2,2,0,2,6,0,1,1,1,1,1,1,1,2,1,1,"MAL"
1993,6,2,2,1,1,6,1,1,1,0,1,1,1,2,2,1,1,"MAL"
1994,5,2,2,1,0,4,0,1,1,0,1,0,1,1,2,1,1,"MAL"
1995,5,2,2,1,0,6,1,1,1,1,1,0,1,1,2,1,1,"MAL"
1996,7,2,2,2,1,5,0,1,1,1,1,0,1,1,2,1,1,"MAL"
1997,5,2,1,1,1,4,0,1,1,1,1,0,0,1,2,1,1,"MAL"
1998,5,2,1,1,1,5,0,1,1,1,1,0,1,2,2,1,1,"MAL"
1999,5,2,1,1,1,4,0,1,1,1,1,0,0,2,2,1,1,"MAL"
2000,2,1,1,0,0,5,0,1,1,1,1,0,1,2,2,1,1,"MAL"
2001,5,2,1,1,1,5,0,1,1,1,1,0,1,2,2,1,1,"MAL"
2002,6,2,2,1,1,4,0,1,1,1,1,0,0,2,2,1,1,"MAL"
2003,5,2,1,1,1,3,0,1,1,0,1,0,0,1,2,1,1,"MAL"
2004,4,2,1,0,1,4,1,1,1,0,1,0,0,1,2,1,1,"MAL"
2005,5,2,1,0,2,3,0,1,1,0,1,0,0,1,2,NA,0,"MAL"
2006,4,2,1,0,1,4,0,1,1,1,1,0,0,1,2,NA,1,"MAL"
2007,4,2,1,0,1,4,1,1,1,0,1,0,0,3,2,1,0,"MAL"
2008,4,2,1,0,1,2,0,1,1,0,0,0,0,1,2,NA,0,"MAL"
2009,5,2,1,1,1,4,0,2,1,0,1,0,0,1,2,NA,0,"MAL"
2010,5,2,1,1,1,3,0,1,1,0,1,0,0,1,2,NA,0,"MAL"
2011,3,2,1,0,0,3,0,1,1,0,1,0,0,1,2,NA,1,"MAL"
1981,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
1982,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,1,"MAD"
1983,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,1,"MAD"
1984,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
1985,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,1,"MAD"
1986,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
1987,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
1988,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
1989,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
1990,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,NA,0,"MAD"
1991,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
1992,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
1993,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
1994,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
1995,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
1996,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
1997,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
1998,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,NA,0,"MAD"
1999,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
2000,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,NA,1,"MAD"
2001,8,2,2,2,2,7,2,2,2,0,1,0,0,1,0,0,0,"MAD"
2002,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,NA,0,"MAD"
2003,6,2,2,1,1,5,0,2,2,0,1,0,0,1,1,0,0,"MAD"
2004,5,2,2,0,1,6,1,2,2,0,1,0,0,1,2,0,0,"MAD"
2005,5,2,2,0,1,6,1,2,2,0,1,0,0,1,2,NA,0,"MAD"
2006,5,2,2,0,1,7,1,2,2,1,1,0,0,1,2,NA,0,"MAD"
2007,5,2,1,1,1,6,1,2,2,0,1,0,0,1,2,0,0,"MAD"
2008,6,2,2,1,1,6,1,2,2,1,0,0,0,2,2,NA,1,"MAD"
2009,6,2,2,1,1,8,1,2,2,1,1,0,1,1,1,NA,1,"MAD"
2010,6,2,2,1,1,8,1,2,2,1,1,0,1,1,2,NA,2,"MAD"
2011,6,2,2,1,1,8,1,2,2,1,1,0,1,0,2,NA,0,"MAD"
1981,6,2,2,1,1,7,0,2,2,1,1,1,0,-999,1,-999,0,"MLI"
1982,6,2,2,1,1,7,1,1,2,0,1,1,1,1,1,0,0,"MLI"
1983,7,2,2,2,1,4,0,1,1,0,0,1,1,1,1,0,0,"MLI"
1984,5,2,2,1,0,4,0,1,2,0,1,0,0,0,1,0,0,"MLI"
1985,7,2,2,2,1,5,0,1,2,0,0,1,1,1,1,0,0,"MLI"
1986,7,2,2,2,1,6,0,1,2,0,0,1,2,0,1,0,0,"MLI"
1987,6,2,2,1,1,6,0,1,2,0,1,1,1,0,2,0,1,"MLI"
1988,6,2,2,1,1,5,0,1,2,0,0,0,2,0,2,0,0,"MLI"
1989,6,2,2,1,1,5,0,1,2,1,0,0,1,1,2,0,0,"MLI"
1990,4,2,0,1,1,7,1,1,2,1,1,1,0,0,2,0,1,"MLI"
1991,0,0,0,0,0,12,2,1,2,2,2,1,2,1,0,0,2,"MLI"
1992,4,2,0,1,1,12,2,1,2,2,2,2,1,1,1,0,2,"MLI"
1993,6,2,1,1,2,10,1,1,2,1,2,2,1,1,1,0,1,"MLI"
1994,4,2,0,1,1,11,2,1,2,1,2,2,1,1,1,1,1,"MLI"
1995,4,2,1,1,0,11,2,1,2,1,2,2,1,1,1,1,1,"MLI"
1996,8,2,2,2,2,12,2,1,2,2,2,2,1,1,2,1,1,"MLI"
1997,7,2,2,1,2,11,1,1,2,2,2,2,1,1,2,1,1,"MLI"
1998,6,2,2,1,1,12,1,1,2,2,2,2,2,1,2,1,1,"MLI"
1999,7,2,2,1,2,12,2,1,2,2,2,2,1,1,2,1,1,"MLI"
2000,6,2,1,2,1,13,2,1,2,2,2,2,2,1,2,1,1,"MLI"
2001,8,2,2,2,2,12,2,1,2,2,2,2,1,1,2,1,1,"MLI"
2002,8,2,2,2,2,12,2,1,2,2,2,2,1,1,2,1,1,"MLI"
2003,7,2,2,2,1,11,2,1,2,2,1,2,1,1,2,1,1,"MLI"
2004,8,2,2,2,2,11,2,1,2,2,1,2,1,1,2,1,1,"MLI"
2005,7,2,2,2,1,11,1,1,2,2,2,2,1,1,2,NA,0,"MLI"
2006,6,2,2,1,1,11,1,1,2,2,2,2,1,1,2,NA,0,"MLI"
2007,5,2,1,1,1,11,2,2,1,1,2,2,1,1,2,1,1,"MLI"
2008,5,2,1,1,1,9,0,2,1,1,2,2,1,1,2,NA,0,"MLI"
2009,5,2,1,1,1,8,0,2,1,1,1,2,1,1,2,NA,0,"MLI"
2010,5,2,1,1,1,11,1,2,2,2,1,2,1,1,2,NA,0,"MLI"
2011,6,2,1,2,1,12,1,2,2,2,2,2,1,0,2,NA,0,"MLI"
1981,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"MLT"
1982,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"MLT"
1983,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"MLT"
1984,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,1,"MLT"
1985,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,1,"MLT"
1986,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"MLT"
1987,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,1,"MLT"
1988,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"MLT"
